date_posted;link;price;city;subregion;region;state;post_text;price_list;posts_scraped_on;len_of_price_list
2022-01-30T15:27:38-0700;https://phoenix.craigslist.org/nph/lss/d/phoenix-online-math-tutor-grades-to/7439688770.html;50.0;Phenoix, Az;Phx North;phoenix;Arizona;"




My name is Tobi. I have a Bachelor's Degree in Mathematics. I have worked for Mathnasium tutoring kids in Mathematics and as a private tutor. I am open to tutoring grades K to 8th grade mathematics through Skype. ﻿I can help your child understand and even love mathematics. I am looking forward to working with you and your child and learning together through this pandemic and beyond.

﻿Cost: $50/hour
    ";[50];2022-02-11;1
2022-01-30T13:16:43-0700;https://phoenix.craigslist.org/evl/lss/d/gilbert-math-and-reading-tutor-for/7439635499.html;;no city found;East Valley;phoenix;Arizona;"




Hi there!

I am an Experienced Teacher and Learning Specialist available for private tutoring in any core subject (including Spanish) for grades K-6. Lessons are offered online via Zoom or Skype. Each lesson is customized to help your child excel. Evaluations are also available in reading or math.

Please email me anytime if interested.
Be sure to include what grade your child is in and the subjects he/she needs help with.
Thank you!

My Background:
• Experience Teacher for Elementary and Middle School Students
• Master’s Degree in Elementary Teaching
• Master’s Degree in Special Education
• Master’s Degree in Curriculum and Instruction
• Bachelor’s Degree in Child Psychology and Elementary Education
• Specialist Certificate in Reading
• Specialist Certificate in School Interventions
• Graduate Training for Math Specialists
• Advanced Spanish Certificate
• OPI Spanish - Advanced Certification Rating

";[];2022-02-11;0
2022-01-28T13:19:23-0700;https://phoenix.craigslist.org/evl/lss/d/scottsdale-asu-college-hs-chemistry-bio/7438844578.html;37.5;Scottsdale;East Valley;phoenix;Arizona;"




University, College, and High School Spring Session 2022 Tutoring and Exam Prep! Highly experienced (over 2000 hours tutoring) local (Scottsdale/Phoenix/Tempe) in person tutoring by John the science/math tutor (480-343-2212) for all levels (1st and 2nd semester) of:

Chemistry (including general chemistry, organic chemistry, and biochemistry), general biology, microbiology and genetics, general physics, math and statistics (including college algebra, pre-calculus, and brief calculus), for Community College, ASU, UofA, AND High School!

$45 per hour for individual in person tutoring and exam prep. Group tutoring and exam prep also (2 or more students).
Call or text John at 480-343-2212. Here's a list of some of the courses I tutor,

General chemistry: ALL, including CHM 101, 107, 113, 114, 116, 130, 138, 151, 152

Organic chemistry: ALL, including CHM 230, 231, 233, 234, 235, 236

Biology and Biochemistry: Bio 100, 101, 181, 241, 282, 340 BCH 361, Microbiology: All

Physics: PHY 101, 111, 112 PHS 110

Math: Mat 117, 121, 141, 142, 151, 170, 210,   Statistics, Including Psy 230

ALL High School chemistry, math, physics, and biology

I'm also the author of a general chemistry tutorial workbook which I sell (new copies) directly to students for $30. Call John (the Tutor) at the above contact information to schedule a tutoring session in the Scottsdale and ASU areas, and/or to purchase a new copy of the tutorial book!
    ";[45, 30];2022-02-11;2
2022-01-24T11:46:55-0700;https://phoenix.craigslist.org/nph/lss/d/paradise-valley-math-tutor15-yrs/7437051484.html;;no city found;Phx North;phoenix;Arizona;"




SullivanMath.com 📲 (914) 338-8484
With me, you actually get it. That's because I make each step super simple. And that's because I've tutored more than 10,000 hours helping 300 students over 15 years. 
 
I've helped students raise their GMAT quantitative scores by 8-12 points, GRE quant scores by 13-16 points, SAT scores by 300-400 points, ACT scores by 4-7 points, and get admitted to their top choices including the Yale School of Management, Columbia, NYU and Vanderbilt.
I use a pen tablet hooked up to a gaming PC that does all the colorful computer magic in my 200 YouTube videos: youtube.com/MatthewSullivanMath
 I take pics of each problem we do and send them at the end of each session.

I have extensive experience working with all types of individuals, including a great number with varying levels of ADD or dyslexia.
📲(914) 338-8484
Please leave me a text/voicemail with the course or test you need help with and I will get back to you within 24 hours.



Test Prep: GMAT, GRE, SAT, ACT, SSAT, ISEE, SHSAT, TACHS, AP, Regents
Courses: AP Calculus AB & BC, Calculus I & II, Differential Equations, Statistics, Algebra I & II, Trigonometry, Geometry, Precalculus
";[];2022-02-11;0
2022-01-24T06:24:09-0700;https://phoenix.craigslist.org/cph/lss/d/phoenix-batoulmath-biology-chemistry/7436888385.html;;Online;Central/South Phx;phoenix;Arizona;"




☎ Batoul– 940-595-3956 - ☎

Hello All, my name is Batoul, I am a Math and Science Tutor. 
I graduated from Texas Woman's University with a BS in Biology and a minor in Chemistry.
And from University of Florida with a MS in MicroBiology and Cell Sciences.

I tutor online and in person. I tutor all grades up to college, with 8+ years of experience in Test Prep, homework,  midterm, final assistance,  and help you grasp new concepts. 

I tutor All the following subjects:

Algebra 1Algebra 2GeometryStatisticsTrigonometry Calculus 1Finite MathematicsAP ChemistryAP BiologyGeneral ChemistryPhysicsBiochemistryGenetics


Biology & Sciences:
         • High school and AP Biology • Principles of Biology • Botany • Anatomy • Microbiology
         • Immunology • Molecular and Genetics • Living environment • Living environment regents

Chemistry:
         • High school and AP Chemistry  • Chemistry regents
         • General Chemistry university • Organic Chemistry


And All the following Tests:

SATGREGEDMCATASVABACTSTAAR


1st grade, 2nd grade, 3rd grade, 4th grade, 5th grade, 6th grade, 7th grade, 8th grade, 9th grade, 10th grade, 11th grade, 12th grade. And All College & University. Freshman, sophomore, junior, senior.

Staar, Star, Reading, writing, math, common core, common core math, next generation learning standards, next gen learning standards, test, exam, state tests, sat, sat prep, act, act prep, shsat, shsat prep, math, middle school math, elementary math, kindergarten, pre-k, pre k, algebra, geometry, trigonometry, pre calculus, calculus, chemistry, biology, living environment, physics, earth science, global history, us history. 



Text, call or email me for additional info!
";[];2022-02-11;0
2022-01-23T20:22:56-0700;https://phoenix.craigslist.org/wvl/lss/d/queen-creek-math-tutor-online-only-at/7436819468.html;;no city found;West Valley;phoenix;Arizona;"




Hello, I’m Lonzo an online math tutor. I’ve been tutoring math online/ in person for about five years. I graduated from University Of California Riverside with bachelor of art in economic and a minor in math. Here are the courses that I’m confident and have many years of experience: calculus 1, business calculus, precalculus, trigonometry, college algebra, intermediate algebra, algebra 2, middle school algebra, and anything below. I don’t do statistic since I never took the course in college. Since, I live in Southern California I can only tutor math online.

How much is my services? The first hour is always free for all math courses. After that it’s $25 an hour for college algebra and below, $30 an hour for precalculus/trigonometry, and $50 an hour for calculus 1 and business calculus. I also offer monthly subscription starting at $50 per month with monthly subscription you get a max of 2 days per week, one hour per day that’s a potential 8 sessions per month. Cancel or enroll any time there are no cancellation fee. Since the subscription plan is very popular, and it’s only me who is tutoring( no third party) space can be limited so please sign up now. For payment I accept: paypal, zelle, or payment on website is fine.

Is online math tutoring worth it, is it like real thing? Yes, online math tutoring is worth it, and it’s exactly like in person tutoring. It’s a share screen process, I will go over the assignment or anything you want to go over step by step using annotation mode( I write on your screen) or I can do each problem using my zoom online whiteboard. If the schoolwork isn’t online just email or text me the problems, and I will go over each problem using my zoom online whiteboard. You will see every step for each problem.

What do I need for online math tutoring? 1) computer with wifii, 2) microphone( usually built into newer computers), 3) valid email to send zoom link( don’t need a zoom account), 4) the drive to learn

How do I make my first free appointment? You can make your first session at my website at https://www.lonzosmathtutoring.com/ or directly with me via text or phone at 951-795-5027 Mon-Sun 7am-11pm pacific time. Due to heavy traffic please schedule your first free appointment online.
    ";[25, 30, 50, 50];2022-02-11;4
2022-01-21T12:23:11-0700;https://phoenix.craigslist.org/cph/lss/d/phoenix-math-physics-and-chemistry-tutor/7435852494.html;60.0;Phoenix;Central/South Phx;phoenix;Arizona;"




Serving all of the Phoenix Area in Facetime and Zoom tutoring

*Math
*Physics
*Chemistry
*Algebra
*Geometry
*Pre-Calc
*Calculus
*Thermodynamics
*Statics, Dynamics
*Fluid Mechanics
*Several other Engineering courses

| ----- My Educational Background and Experience ----- |

Dos Pueblos Engineering Academy Class of 2008.
Cal Poly Mechanical Engineering BS 2013.
Have my Fundamentals of Engineering Certificate in Mechanical Engineering.

*AP Physics-Score 5
*AP Chemistry-Score 5
*AP Calc
*4 Calc Classes at Cal Poly
*2 Linear Analysis at Cal Poly

| ----- Rate ----- |

$60/hr and 1 hour minimum sessions.

24 hour cancellation policy: If you cancel within 24 hours, you will be charged for 1 hour and I will credit you 1 hour next session.

Please text to schedule. 805-705-five7two1. Include your name and 2 example photos of problems from the class.

-Rick
    ";[60];2022-02-11;1
2022-01-16T00:31:17-0700;https://phoenix.craigslist.org/cph/lss/d/torrance-college-math-tutor-calculus-ii/7433500707.html;;Online;Central/South Phx;phoenix;Arizona;"




★★ College Math Tutor★ Calculus I ,II & III, AP Calculus AB/BC , Trig, College Algebra, College Statistics, Linear Algebra, ODE


Website :

www.collegemathcourses.com

YouTube :(Under Construction)

https://www.youtube.com/channel/UCqhFZRmUqOAAPMQpo58TV7g

★★ All tutoring is done by One Tutor. ★★


Elementary Statistics and Probability
Introduction to Statistical Reasoning
Probability and Statistics
Mathematical Statistics

Pre-Algebra
Intermediate Algebra
College Algebra/Algebra 1/Algebra 2

Geometry
Trigonometry (Trig)
Finite Mathematics
Pre-Calculus /Math Analysis
Calculus I , II and III
Vector Calculus
Introduction Linear Algebra (Matrix)
Finite Mathematics

===For Engineering students ========================

Advanced Calculus
Differential and Integral Calculus
Multiple Variable Calculus
Applied Statistics and Probability for Engineers
Complex Numbers
Differential Equation
Engineering Analysis

===For MBA and EMBA students ====================

Business Statistics
Business Calculus

Introduction to Statistical Reasoning
Operational Research
Optimization
Quantitative Analysis
Decision Analysis
Management Science
Linear Programming
Transportation Problems

Excel Tableau
Mathematics and Politics
Project Management

Test Preparation

SAT

CBEST, CSET I, II and III (MATHEMATICS for HS and Middle school Teachers)

GRE MATH

GMAT MATH

AP Calculus AB and BC
AP Statistics

Graphing Calculation help


Hourly Rate : Depending on the subject: ==== Most Math/Stats Subjects ====


============= ★★ $40/hr ★★ ====================================
Assignment Help, Homework Help -Step by Step Solutions
====================================================================

============== ★★ $40/hr ★★ =========================================

Zoom 1-on-1 tutoring : $40/hr

====================================================================


★ I can help students with their homework assignments , projects, and prepare for the Exams★

★ I will forward you a PDF file of the notes and problems solved during the tutoring session if needed★


==★★ Exp University Level Math Tutor (MS Applied Mathematics, MS Applied Statistics, ...etc) ★★ ==

============== ★★ ★★ =======================================
GRE MATH (My GRE MATH Score : 800/800)
============================================================

★★ You're not paying for the hours or minutes but for Education, Knowledge and Experience ★★

★★★★★★ Text/ Email Preferred (Text for a Faster Response ) ★★★★★★
============================================================================




★ Calculus II ★
Integrals
Integration by Parts
Inverse Functions
Techniques of Integration
Infinite Sequences and SERIES
Converge and Divergence Tests..
Areas and VOULUMES
Areas and Lengths in Polar Coordinates
Conic Sections
Parametric Equations and Polar Coordinates
Introduction to Vector Calculus


★ Calculus III ★

3D Coordinate Systems
Vector Functions
Partial Derivatives
Maximum and Minimum Values (With constraints)
Multiple Integrals
Vector Calculus
Line Integrals
Surface Integrals
Fundamental theorems for line Integrals
Applications (Calculus 1, 2 , 3. and Multivariable Calculus)
Greens Theorem
Divergence Theorem
Stroke's Theorem
Introduction to Second order Differential Equations


College Statistics :
Elasticity, ANOVA, Z , t , Normal, Poisson, Binomial, Exponential, Uniform, Negative Binomial, Hyper-geometric distributions , Trigonometry, Integration, Integration by Parts, Differentiation, derivative , Theory of Voting, Majority Rule, Voting Methods, Voting Power, Minimum Spanning tree , Shortest path, spanning tree , PERT, CPM, ALEKS, Cengage ,Canvas, MyMathLab , MyStatLab ,Pearson , Wiley , Brightspace, MyOpenMath, Connect,Webwork. ConnectMath, StraighterLine , Statcrunch ,WebAssign , Lumenohm. etc

Keywords: High School, Middle School, College, University, Home school, Online Help, Google Drive, Zoom, Screen share, whiteboard, , Graphing Calculator Help, Consultation, STEM, Excel, statcrunch, F201, MBA 626, QUMS 505, BUAD 310 (USC), QBUS 215, MATH 227, QMS 321, IS 310 (CSULB), QMS 423, BUS 14A, BUS 14B, Pre-Calculus MATH 1 (UCLA), Introduction to Statistical Reasoning STATISTICS 10 (UCLA), MATH 8 (SMC), MATH 31A (UCLA), MATH 112, MATH 120, MATH 102 (LMU), MATH 142, MATH 241/242, STAT 015, STAT 050, MATH 10, MAT 191, MAT 192, MAT 131, MAT 321, MAT 421, MAT 131, MAT 323, MAE 505, PPD 502X, Psych 210, Psy 3307 , MA-336 (CUNY), MA-114 (CUNY), MA-119 (CUNY) , MA-441 (CUNY), MA-442 (CUNY), MA-440(CUNY), MA-261 (CUNY), MA-121 (CUNY), MA-120 (CUNY), MA-10 (CUNY), MATH 2 (UCSD), MATH 3C (UCSD), MATH 4C (UCSD), MATH 10A (UCSD), MATH 10B (UCSD), MATH 20A (UCSD), MATH 20B (UCSD), MATH 20C (UCSD), MATH 20D (UCSD), MATH 11 (UCSD), MATH 2 (UCSD),Math 165 (El Camino), Math12400,.....
(SMC) Math 1, Math 2, Math 2C, Math 3, Math 3C, Math 4, Math 4C, Math 7, Math 8, Math 15, Math 18, Math 20, Math 21C, Math 26, Math 26C, Math 28, Math 29, Math 31, Math 32, Math 41, Math 50, Math 54,Math 54C,Math 81,Math 84,Math 85 (SMC)
(SBCC) MATH 114, MATH 117, MATH 110C, MATH 130C, MATH 131, MATH 137,, MATH 138, MATH 150C, MATH 160C, MATH 138, MATH 150, MATH 160, MATH 200, MATH 220 (SBCC), MATH 124, MATH 1040 (Honors), MATH G160, STAT 280 (Applied Statistics),

Stony Brook University:
[MAT 119: Foundations for Precalculus, MAT 122: Overview of Calculus with Applications, MAT 123: Precalculus, MAT 126: Calculus B, MAT 127: Calculus C, MAT 130: Trigonometry and Logarithms, MAT 132: Calculus II, MAT 141: Analysis I,MAT 171: Accelerated Single-Variable Calculus, MAT 203: Calculus III with Applications, MAT 211: Introduction to Linear Algebra, MAT 260: Problem Solving in Mathematics, MAT 307: Multivariable Calculus with Linear Algebra, MAT 308: Differential Equations with Linear Algebra, MAT 307: Multivariable Calculus with Linear Algebra, MATH 125]
MAT 241 ( Calculus 3/ Chicago/Illinois)
    ";[40, 40, 40];2022-02-11;3
2022-01-14T20:36:40-0700;https://phoenix.craigslist.org/evl/lss/d/tempe-high-school-and-college-math/7433058889.html;;no city found;East Valley;phoenix;Arizona;"




Private Tutor Math and Sciences - We can arrange different prices for the type of help needed (Tempe, Phoenix, Mesa, Scottsdale, Chandler, Gilbert)
Hello, I am offering my services as a tutor for ALL LEVELS OF MATH

***Elementary Algebra / Intermediate Algebra 
*** College Algebra / Differential Equations 
***Geometry / Trigonometry / Finite Mathematics
*** Precalculus / Calculus 1,2,3 / Business Calculus
*** Statistics / Managerial Statistics / Data Analysis
*** Economics/ Finance / Accounting / Business

********FIRST SESSION IS FREE*************

I have excellent communication skills, and I am very patient. I teach techniques to problem solve and work through the questions rather than simply taking students to the final answer. I am flexible when it comes to scheduling so email me with any questions and I'll be happy to answer them.

* I have 10 years of tutoring experience with middle school, high school and college students.
* I have various experiences in teaching, tutoring, coaching, and mentoring students.
* I am able to provide general study and time management tips.

CONTACT ME NOW!
619 - 413 - 7935



Phoenix, Coolidge, Paradise Valley, Queen Creek, El Mirage, Fountain Hills, Apache Junction, Casa Grande, Maricopa, Buckeye, Goodyear, Avondale, Surprise, Peoria, Tempe, Gilbert, Scottsdale, Chandler, Glendale, Mesa, University of Phoenix, UoP, Grand Canyon, GCU, Rio Salado, RSCC, Mesa Community College, MCC, Scottsdale, SCC, Chandler-Gilbert, CGCC, ASU, Arizona State, mymathlab, mathxl, canvas, blackboard, Aleks, Mathas, web assign Acellus | ALEKS |APEX Learning | Aplia | Blackboard | Brightspace | Canvas | Cengage | CengageNow | Connect | ConnectMath | Connexus | CPM | D2L | Discord | Edmentum | Eviews | Examity | Excel | Hawkes Learning | Honorlock | Khan Academy | Knewton | LimeSpring | Lumen | Maple | MasteringChemistry | MasteringPhysics | MathXL (XL) | MATLAB | McGraw-Hill | Microsoft Word | Minitab | Moodle | MyAccountingLab | MyEconLab | MyITLab | MyLab | My Lab | MyMathLab | My Math Lab | MyOpenMath | MyPsychLab | MySocLab | MyStatLab | My Stat Lab | NCSS | Open Source Software | Pearson | PERT | PlatoWeb | PowerPoint | Prezi | Proctorio | Proctortrack | ProctorU | Proctor U | R | Respondus Lockdown Browser with Webcam | Sapling | SPSS | Stata | StraighterLine | Straighter Line | WebAssign | Web Assign |Webex (Cisco) | WebWork | Wiley | WileyPlus | Wonderlic | Zoom
    ";[];2022-02-11;0
2022-02-05T15:22:05-0700;https://phoenix.craigslist.org/cph/lss/d/phoenix-tutoring-from-math-teacher/7442262483.html;;Phoenix;Central/South Phx;phoenix;Arizona;"




If you or someone you know needs math help of any kind (see specific class list below), I'm your guy. I've been tutoring math for almost a decade, and I taught high school math all the while. I worked at the ASU math tutoring center, where I was given the ""Tutor of the Year"" award for being ""knowledgeable and thorough with students."" People specifically requested me on a regular basis.

I have a Master's degree in Mathematics from ASU with a 4.0 GPA.

We can meet in person, but I'm also experienced in Zoom, where we can hold our online sessions. I can host meetings, write legibly on a virtual whiteboard, record our sessions, and more.

I know my stuff and how to teach it. Let's get started so we can get you going strong in this course. 

My number is 480-889-4785. Text or call me at your convenience, and we'll schedule your first lesson. 

I tutor:
* Prealgebra
* Algebra I
* Geometry/Trig
* Algebra II
* Precalculus
* AP Calculus (AB/BC)
* AP Statistics
* SAT Math
* ACT Math
* GED Math
* College Mathematics
* Calculus (I/II/III)
* Discrete Mathematics
* Differential Equations
* Linear Algebra
* Actuarial Exams (FM, IFM, P, SRM)
For more advanced courses, contact me. I'm sure I can help.
    ";[];2022-02-11;0
2022-02-05T10:17:52-0700;https://phoenix.craigslist.org/cph/lss/d/phoenix-spss-statistics-geometry-sas/7442106486.html;;Phoenix;Central/South Phx;phoenix;Arizona;"




I hope everything is fine and I am glad to have you here. 
I am fully vaccinated and available to meet in – person and Online too

Specialization:
I hold a Doctorate in Statistics with an Undergraduate Degree in Math (Major)
15+ years of tutoring experience via digital board.

Get: 
1. 100% Excellence work
2. A+ Grade
3. 100% buyer satisfaction with excellent teaching 
4. Fee after work done
5. Teach concept in effective manner

Service specifics:
College Algebra Integration Differential equations Limits Series Linear Algebra Linear Programming Operations research Numerical Analysis Mathematics Advanced Calculus 1 Calculus 2 Calculus 3 Trigonometry Vectors Higher Mathematics Complex analysis Pre-calculus Complex analysis Discrete Finite Math Differentiation Excel Tableau Pre-Algebra Tutor Minitab

Rate:
Zoom 1-on-1 tutoring
$50 First hour (1hr) 
$100 (2hrs)
$135 (3hrs)

Credentials:
Worked for 2 companies named
Datameer (2014-2017) as a Statistics Data Analysis
IBM (2017 onwards) as a Senior Statistician 

Tutoring Keywords: 
MATH 116 Calc MBA 626, 215, QMS 423, BUS 14A, BUS 14B, Pre-Calculus MATH 1 (UCLA) STATISTICS 10 (UCLA), MATH 10A (UCSD), MATH 10B (UCSD), MATH 20A (UCSD), MATH 20B (UCSD), MATH 20C (UCSD), MATH 20D (UCSD), MATH 11 (UCSD), MATH 2 (UCSD),Math12400MATH 8 (SMC), MATH 31A (UCLA), MATH 112, MATH 120, MATH 102 (LMU), MATH 142, MATH 241/242, STAT 015, STAT 050, MATH 10, MAT 191, MATH 114, MATH 117, MATH 110C, MATH 130C, MATH 131, MATH 137,, MATH 138, MATH 150C, MATH 160C, MATH 138, MATH 150, MATH 160, MATH 200, MATH 220 (SBCC), MATH 124MAT 192, MAT 131, MAT 321, MAT 421, MAT 131, MATH 227, QMS 321, IS 310 MAT240, (CSULB),MAT 323, MAE 505, MATH 2 (UCSD), MATH 3C (UCSD), MATH 4C (UCSD)

I can send you either a hand written or a word document according to your need. For live - Hand written work in specific time.
";[50, 100, 135];2022-02-11;3
2022-01-31T13:11:47-0700;https://phoenix.craigslist.org/cph/lss/d/arcadia-expert-math-stats-chemistry/7440042537.html;;Anywhere;Central/South Phx;phoenix;Arizona;"




Winter Quarter/Spring Semester Class Tutoring

We provide one on one online tutoring in Mathematics, Statistics, Chemistry, Physics, Biology, English/Writing. Our experienced online tutors have been educated at UC Berkeley, UCLA, USC, Pomona-Pitzer and Caltech (some with perfect 4.00 gpas), including a former graduate instructor in Mathematics and Statistics. We tutor students from elementary all the way through advanced college level. Subjects tutored include:

* Most math and statistics courses at college/university level.

* All math courses high school level, up to AP Calculus and AP Statistics.

* Chemistry, physics and biology courses at high school level, including AP Chemistry, AP Physics, AP Biology.

* Chemistry at college/university level including Organic Chemistry

* English/writing courses at college/university level

* English/writing courses at elementary/middle school/high school level, including AP English.

Charges are on a sliding scale per hour, depending on the subject being tutored. College courses are generally charged more than high school courses, due to additional preparation required.

We can work with students anywhere in Arizona. Late night appointments can be arranged.

For more information and an individualized price quote, please respond to the Craigslist email link and we will get in contact with you.
";[];2022-02-11;0
2022-01-31T00:28:34-0700;https://phoenix.craigslist.org/cph/lss/d/phoenix-20-hr-ms-phd-tutoronline-11-12/7439806049.html;;Entire Phoenix Area;Central/South Phx;phoenix;Arizona;"




Please visit us at www.sharpmindclasses.com 
Please feel free to text/call us at (650) 398-9490.

About Us:

At SharpMind Classes Inc, we are an experienced team that includes hand picked tutors and founders from IITs/Stanford dedicated to personalized 1:1 online tutoring. All our tutors have a Master of Science and/or a PhD degree in respective disciplines. All our tutors have  >5 years of experience  with online tutoring and helping students succeed in achieving their academic goals. 

Our online courses are designed to give students an excellent grasp of concepts in respective subjects with a focus on strong foundation building and practice based learning. We use state of the art audio/visual tools (Skype/Zoom/Google Meets/Whiteboard) to have a seamless online tutoring experience. 

Class room teaching uses one-size-fits-none approach and is not ideal for students with wide range of learning pace and abilities. It ends up overwhelming some students or causing boredom and thus reduced interest in others. We customize your tutoring plan based on the results of an assessment to define the content and pace of tutoring to your individual needs. Comprehensive assessments and worksheets are also used to define the baseline competency at the beginning of tutoring, to build confidence and test taking skills and to periodically demonstrate sustained progress.

References can be provided upon request.

Rates:

Our rates are:

* $20/hr for K-8
* $25/hr for high school
* $30/hr for college
* $30/hr for HSPT/TASC/COOP, SAT/ACT, GMAT and GRE. 

First class is free for you to assess a good fit with the tutor.

Tutoring Subjects:

We offer online tutoring in the following subjects:


Competitive Exams:

•	HSPT 
•	TASC 
•	COOP 
•	SAT 
•	GRE 
•	GMAT 

Math:

•	Grades K-12 Math
•	Algebra 1 (Beginning), 2 (Intermediate)
•	College Algebra
•	Geometry
•	Precalculus
•	AP Calculus: AB and BC
•	Calculus I: Differential Calculus
•	Calculus II: Integral Calculus
•	Calculus III: Multivariable Calculus
•	Common Core: Math 1, Math 2, Math 3

Science:

•	Grades 1 – 10 Science.
•	Chemistry
•	AP Chemistry
•	College General Chemistry
•	Biology
•	AP Biology
•	College General Biology
•	Physics
•	AP Physics 1 and 2
•	AP Physics C: Mechanics
•	AP Physics C: Electricity & Magnetism
•	College General Physics

Humanities:

•	Grades 1 – 12 English Composition and Writing.
•	AP Economics
•	AP World History 

 If you have a question about possible subjects to tutor in, please contact us with your contact information and we will promptly reply. Please feel free to text/call us at (650) 398-9490.
";[20, 25, 30, 30];2022-02-11;4
2022-01-30T14:45:27-0700;https://phoenix.craigslist.org/cph/lss/d/tempe-tutoring-for-online-classes-math/7439672107.html;;no city found;Central/South Phx;phoenix;Arizona;"




My name is Matthew and I am available to help you. Consider me your personal tutor for all your academic needs. If you are struggling with a class right now, I have likely already helped someone else get through the same challenges that you are facing. My academic background is in math, engineering, physics, political science, business administration, etc. I have over 15 years of experience in the academic world helping hundreds of students complete classes. Available on short notice with reasonable rates, and ready to help you right away. In the past my clients have always wanted to use my services over and over again. Let me know how I can help you today.

Text, Call or WhatsApp. Matthew 520-275-1644


";[];2022-02-11;0
2022-01-30T14:23:12-0700;https://phoenix.craigslist.org/evl/lss/d/tempe-calculus-physics-statistics-tutor/7439662817.html;;Tempe, Phoenix, Tucson, All Of Az;East Valley;phoenix;Arizona;"




CONTACT INFO: Phone: 559 367 9338 (plz call or text for instant response) or email me at berkeley22(att)(yahooo).(comm)

Help with exams, quizzes, assignments etc. is provided with guaranteed results. Vastly experienced and very patient tutor holding Bachelor of Science degree in Mathematics and Master of Science degree in Mechanical Engineering (in progress). Cheapest prices and A+ grade guaranteed. Group rates as low as $ 20 an hour. Very affordable individual rates also available. Please inquire at 559 367 9338 (call or text). Available in the following subject areas:

MATH: Differential Equations, College Calculus (I, II, III), Multivariable Calculus, Business Calculus, Finite Math, High School Calculus (AP AB / BC), Pre-calculus, Advanced Math, Honors Math, Trigonometry, Geometry, and Algebra

STATISTICS: All levels (College and High School), Business Statistics, Decision Sciences Statistics, Probability and Statistics for Engineers

PHYSICS: University Physics (I, II, III), High School Physics (AP AB / BC), Introductory and General Physics

ENGINEERING: Statics, Dynamics, Mechanics Of Materials, Fluid Mechanics, Electric Circuits Analysis (I, II, III), Engineering Math, Probability and Statistics for Engineers
";[];2022-02-11;0
2022-01-30T14:15:28-0700;https://phoenix.craigslist.org/cph/lss/d/phoenix-online-exams-math-help-tutoring/7439659690.html;;no city found;Central/South Phx;phoenix;Arizona;"




Need help with online school? Contact me for exam or homework help. I'm a recent math and computer science graduate, and an experienced tutor. Contact me on discord at mysteriousSpoon#1122, or send an email. I've also got a friend who's very good with econ, and a few others who can do chemistry and physics as well.
I can help with:
-Calculus
-Multivariable Calc
-Precalc
-Discrete math
-Linear Algebra
-Algebra
-Probability
-Statistics/R
-Finite Math
-Microecon
-Econometrics
-And More!
";[];2022-02-11;0
