date_posted,link,price,city,subregion,region,post_text,is_long_list
2021-10-17T19:15:54-0700,https://sfbay.craigslist.org/sfc/lss/d/san-francisco-math-tutor-all-levels-of/7395576349.html,None,San Francisco,San Francisco,sf_bay_area,"Hi,My name is Sara and I have been tutoring math for over 8 years now. I tutor all levels of math and am very good at explaining concepts and making math easy for my students. I tutor from elementary to University Calculus and even business owners who want to freshen up their math.My students see improvements as soon as after 2 or 3 sessions. I track my student's progress and make sure they receive A's in the subject. I love building relationship with my students and their parents and have had many students for years. They feel comfortable and find it fun to learn with me.I have a Bachelor and Master's degree in mechanical engineering California State university of Long Beach. I love helping other and seeing them succeed. That's the main reason why I tutor :)Please feel free to call, text or e-mail if you have any questions or would like to schedule a tutoring session appointment. I use Idroo whiteboard tool.Thank you,Sara    ",False
2021-10-17T17:15:25-0700,https://sfbay.craigslist.org/sby/lss/d/zoom-math-tutor-12-yrs-experience/7395542783.html,None,Santa Clara,South Bay,sf_bay_area,"I am a math teacher/tutor with over 12 years of experience tutoring middle school, high school, and college students.  I have been teaching for 5 years at the high school level, tutoring for 12+ years, and can deliver online lessons that are as productive as meeting in person.I find mathematics fun and enjoy teaching it to my students, but most importantly I know the strategies needed to succeed in math class.I believe in helping my students and will truly make an effort to help you improve.  So whether you are looking for that extra boost from a B to an A, or you are someone who has always struggled with math class, don't hesitate to invest in your future and contact me. References available upon request.Subjects I can help with:Algebra IIntermediate Algebra / Algebra 2TrigonometryPre-CalculusCalculus I + II (including AP Calc)Statistics (including AP Stats)SAT/ACT math prep925 348 3130    ",False
2021-10-17T10:46:00-0700,https://sfbay.craigslist.org/sfc/lss/d/san-francisco-math-tutor-calculus/7395380075.html,None,None,San Francisco,sf_bay_area,"☎️  (646) 450-2967 -MollySubjects tutored:● Precalculus, Calculus I & II, III, Differential Equations● AP Calculus AB & BC ● Prealgebra, Algebra I & II, Trigonometry, Geometry ● GMAT, GRE, SAT, ACT About me:With me, you will understand every step.Over the past 5 years, I've adapted my tutoring to students of all ages and learning styles.At the end of each session, I send pics of all our notes.Call/text: (646) 450-2967 ",False
2021-10-17T09:28:54-0700,https://sfbay.craigslist.org/sby/lss/d/zoom-tutoring-stanford-phd-tutor-math/7395343809.html,50,Cupertino,South Bay,sf_bay_area,"I specializes in one-on-one tutoring for all levels of math and science. I am calm, patient and encouraging and am experienced at working with students of all ages, ranging from middle school through college.  My goal as tutors is to create a positive learning environment and to encourage students to be curious, ask questions and think analytically. Depending on scheduling and convenience, I meet students at their home, a cafe or a public library. If interested, please email me and we will devise a game plan to get you started! My fee is $50/h. Subjects:"" * Math: middle school, high school and college level (including pre-algebra, algebra, geometry, trigonometry, pre-calculus, calculus and more) * Chemistry: high school and college level (including AP Chemistry) * Physics: high school and college level (including AP Physics) * SAT/ACT prep (math)(zoom tutoring only due to COVID19)    ",False
2021-10-16T18:15:10-0700,https://sfbay.craigslist.org/sby/lss/d/san-francisco-calculus-diff-eq-adv-math/7395178109.html,None,Online,South Bay,sf_bay_area,"My name is Brian Woody and I have over 20 years of experience lecturing college level mathematics and have been the highest rated professor in Nevada for the past 8 straight years (see Rate My Professor's - University of Nevada). I am the best private instructor for advanced mathematics found on the internet. I offer an elite service to a select number of students that want to achieve long-term goals in mathematics. These typically consist of science and engineering undergraduate and graduate students. SERIOUS STUDENTS ONLY, PLEASE.    Woody Calculus Consulting offers private instruction for Calculus (I, II, and III), Differential Equations, Analysis, Abstract Algebra, Number Theory, Field Theory, Galois Theory, Chaos Theory, and other advanced mathematics. Private and Group sessions are currently being held online with great success. Virtual tutoring is efficient and effective. Sessions may be recorded and made available on a private server for no additional charge.I also have over 2,000 Free Videos - tutorials, homework explanations, and study guide solutions at on our website. Google Brian M. Woody or go to BrianWoody dot com and Contact Us there (at Woody Calculus Consulting) or reply here for more information.Call or Text (530) 414-1861",False
2021-10-16T15:47:20-0700,https://sfbay.craigslist.org/sby/lss/d/sunnyvale-expert-tutor-for-writing/7395132886.html,"[90, 60, 40]",Cupertino,South Bay,sf_bay_area,"Don't wait to get a tutor! This applies to struggling students or brilliant ones, as I can help both achieve their best.Would your student perform better in his or her subjects with a weekly tutor? I am here to help. I am a master tutor with fifteen years of experience bringing out the best of my students. I can help your student improve their English and Math skills, and maximize both learning and grades.I earned a graduate degree from Harvard University, and I specialize adapting my teaching style to each unique student. Additionally, I have lived overseas for five years, and so I have a speciality helping students who have English as a second language (ESL). I can help you with the following:ENGLISH: English classes,Writing, Grammar, StyleHISTORY & OTHER LIBERAL ARTS: History, Social Studies, Government, Political Science, etc.MATH: Arithmetic, Fractions, Algebra, Geometry, TrigonometrySCIENCE: Chemistry, Biology, PhysicsIndividualized TutoringEach student is different and I listen carefully so that our sessions are most productive. There is no substitute for one-on-one tutoring.Short Term or Long TermSome students have stayed with me their entire high school career. Others need just a bit of help to complete a difficult assignment. RatesIndividualized tutoring costs $90/hr for in-person or $60/hr for online. (AT LEAST UNTIL MAY  2022 CORONA VIRUS PRICING: $40/hr for online weekdays.) The introductory meeting is free without any obligation. I tutor online or in-person, and I use google docs and a whiteboard program for online students. Online tutoring works very well.NOTE: If your income has been disrupted due to the coronavirus, please indicate the hourly rate you are able to pay. ContactYou can text me or simply reply to this ad and we'll arrange a Zoom meeting.kenaritutor.com    ",True
2021-10-16T13:53:46-0700,https://sfbay.craigslist.org/nby/lss/d/greenbrae-tutor-harvard-grad-30-yrs/7395084963.html,None,Kentfield / Ross,North Bay,sf_bay_area,"Hi,My name is Chris Dingman. I'm a uniquely qualified, Bay Area-based math, science, writing, and SAT/ACT tutor. For the past year or so, I have done all tutoring online, which works well for one-on-one (less well for teaching groups!), but being fully vaccinated, I am now offering both in-person and online options.  I offer tutoring to both single students or groups, though I believe one-on-one tutoring is usually the most helpful. Since graduating summa cum laude from Harvard in 1987, I've been tutoring both in-person and online, teaching in both classrooms and homeschools, and helping various companies develop educational materials. In more than 30 years as a teacher and tutor, I have taught every middle and high school math course from pre-algebra through Calculus, and every high school science course. I am also a professional writer. I can help with: MATH: from basic arithmetic  through pre-algebra, algebra I, algebra II, geometry, trigonometry, pre-Calculus, and Calculus SCIENCE: including biology, chemistry, and physicsWRITING: including organizational help, sentence structure/style, and grammarI also specialize in ACT and SAT test prep. Along with my private practice, I've worked with educational content developers in the San Francisco Bay Area, which specialize in the creation and delivery of test-prep materials. You can find out more about me at my website at www.AchieveWithEaseTutoring.com, or read below for a little more about what I offer. My Approach:Teaching isn’t just knowing the answers. It’s an art. Current circumstances of course prohibit classroom teaching, but classrooms are often not the best environments in which to practice the art of teaching anyway. Working with me, teens feel a sense of calm and  confidence that allows them to think clearly, ask questions, tap into their natural desire to succeed, and to succeed.My tutoring approach is easy-going, focused, and highly individualized. These three elements complement and amplify each other. Time spent with me is more efficient and effective than classroom instruction, which must use what I call a one-size-fits-none approach. I help create a relaxed atmosphere and authentic connection that puts students at ease and allows optimal learning. Students often succeed with me even when they've been frustrated by subjects or other tutors and teachers. Students almost always see both their confidence and grades go up.I have outstanding references available on request.Online Tutoring PlatformsSkype or Gmail Video Chat are effective and convenient ways to tutor. While maintaining a visual connection to the student, I can use my computer as a whiteboard which I share with the student. (All whiteboard notes can be sent to the student after the session.)ContactYou can contact me from my website at www.achievewitheasetutoring.com, or call me at 510-499-5979.I look forward to hearing from you with any questions you may have.Chris    ",False
2021-10-16T13:53:14-0700,https://sfbay.craigslist.org/eby/lss/d/lafayette-tutor-harvard-grad-30-years/7395084739.html,None,Lafayette / Orinda / Moraga,East Bay,sf_bay_area,"Hi,My name is Chris Dingman. I'm a uniquely qualified, Bay Area-based math, science, writing, and SAT/ACT tutor.For the past year or so, I have done all tutoring online, which works well for one-on-one (less well for teaching groups!), but being fully vaccinated, I am now offering both in-person and online options.Since graduating summa cum laude from Harvard in 1987, I've been tutoring both in-person and online, teaching in both classrooms and homeschools, and helping various companies develop educational materials. In more than 30 years as a teacher and tutor, I have taught every middle and high school math course from pre-algebra through Calculus, and every high school science course. I am also a professional writer. I can help with: MATH: from basic arithmetic  through pre-algebra, algebra I, algebra II, geometry, trigonometry, pre-Calculus, and Calculus SCIENCE: including biology, chemistry, and physicsWRITING: including organizational help, sentence structure/style, and grammarI also specialize in ACT and SAT test prep. Along with my private practice, I've worked with educational content developers in the San Francisco Bay Area, which specialize in the creation and delivery of test-prep materials. You can find out more about me at my website at www.AchieveWithEaseTutoring.com, or read below for a little more about what I offer. My Approach:Teaching isn’t just knowing the answers. It’s an art. Current circumstances of course prohibit classroom teaching, but classrooms are often not the best environments in which to practice the art of teaching anyway. Working with me, teens feel a sense of calm and  confidence that allows them to think clearly, ask questions, tap into their natural desire to succeed, and to succeed.My tutoring approach is easy-going, focused, and highly individualized. These three elements complement and amplify each other. Time spent with me is more efficient and effective than classroom instruction, which must use what I call a one-size-fits-none approach. I help create a relaxed atmosphere and authentic connection that puts students at ease and allows optimal learning. Students often succeed with me even when they've been frustrated by subjects or other tutors and teachers. Students almost always see both their confidence and grades go up.I have outstanding references available on request.Online Tutoring PlatformsSkype or Gmail Video Chat are effective and convenient ways to tutor. While maintaining a visual connection to the student, I can use my computer as a whiteboard which I share with the student. (All whiteboard notes can be sent to the student after the session.)ContactYou can contact me from my website at www.achievewitheasetutoring.com, or call me at 510-499-5979.I look forward to hearing from you with any questions you may have.Chris    ",False
2021-10-16T13:39:11-0700,https://sfbay.craigslist.org/sby/lss/d/sunnyvale-tutor-for-math-english/7395078274.html,None,Sunnyvale,South Bay,sf_bay_area,"Please text me at 408-877-5379.My name is Julia and I can help you with your tutoring needs.I have the experience, knowledge and skills to help you improve in your desired subject or test. I know what it takes to get a high score on the SAT, ACT, GMAT, GRE, LSAT and MCAT as well as get into a top tier school. Let me show you how to “crack the code” to success.Educational Background:University of Chicago (undergrad)Yale University (grad)SAT: 1540/1600ACT: 35/36GMAT: 780GRE: 330MCAT:520LSAT: 177Here are the areas I can help with:Basic Math, Pre-Algebra, Algebra 1 & 2, Intermediate Algebra, College Algebra, Problem Solving, Geometry, Pre-Calculus, CalculusGeneral Chemistry, College Chemistry, AP Chemistry, AP Physics, Mechanics, General Science, Biology, Earth Science, Quantum PhysicsEnglish, Essay writingTEST PREPARATION: SAT, ACT, GMAT, GRE, LSAT, PSAT, GED, HSPT, TOEFLI look forward to helping you.San Francisco. California, Alameda, Albany, American Canyon, Antioch, Atherton, Belmont, Belvedere, Benicia, Berkeley, Brentwood, Brisbane, Burlingame, Calistoga, Campbell, Clayton, Cloverdale, Colma, Concord, Corte Madera, Cotati, Cupertino, Daly City, Danville, Dixon, Dublin, East Palo Alto, El Cerrito, Emeryville, Fairfax, Fairfield, Foster City, Fremont, Gilroy, Half Moon Bay, Hayward, Healdsburg, Hercules, Hillsborough, Lafayette, Larkspur, Livermore, Los Altos, Los Altos Hills, Los Gatos, Martinez, Menlo Park, Mill Valley, Millbrae, Milpitas, Monte Sereno, Moraga, Morgan Hill, Mountain View, Napa, Newark, Novato, Oakland, Oakley, Orinda, Pacifica, Palo Alto, Petaluma, Piedmont, Pinole, Pittsburg, Pleasant Hill, Pleasanton, Portola Valley, Redwood City, Richmond, Rio Vista, Rohnert Park, Ross, St. Helena, San Anselmo, San Bruno, San Carlos, San Francisco, San Jose, San Leandro, San Mateo, San Pablo, San Rafael, San Ramon, Santa Clara, Santa Rosa, Saratoga, Sausalito, Sebastopol, Sonoma, South San Francisco, Suisun City, Sunnyvale, Tiburon, Union City, Vacaville, Vallejo, Walnut Creek, CA    ",False
2021-10-16T10:55:39-0700,https://sfbay.craigslist.org/pen/lss/d/stanford-phd-tutor-for-math-and-science/7394992462.html,50,Palo Alto,Peninsula,sf_bay_area,"I am an experienced male tutor with PhD degree from Stanford University (engineering). I teach math and science for middle school and high school students. While I am working in technology industry, I also enjoy teaching. I am currently teaching about 10 students, and looking for a few students for winter. My goal is helping students to achieve various goal (improving GPA, establishing the way to study, developing problem solving skill...). I teach at students' home or public places such as coffee shops. My rate is $50/h flat rate. Zoom tutoring is also available.(Currently only Zoom sessions are available.) Reference is available upon request. Subjects general math algebra trigonometry geometry pre calculus analysisH AP calculusAB/BC multivariable calculus physics/AP physics chemistry/AP chemistry SAT (math, physics, and chemistry)/ACT Please feel free to send me an e-mail if you are interested in my service.  Thank you.    ",False
2021-11-07T09:30:47-0800,https://sfbay.craigslist.org/sfc/lss/d/san-francisco-spss-statistics-geometry/7404764976.html,"[50, 100, 135]",San Francisco,San Francisco,sf_bay_area,"I hope everything is fine and I am glad to have you here. I am fully vaccinated and available to meet in – person and Online tooSpecialization:I hold a Doctorate in Statistics with an Undergraduate Degree in Math (Major)15+ years of tutoring experience via digital board.Get: 1. 100% Excellence work2. A+ Grade3. 100% buyer satisfaction with excellent teaching 4. Fee after work done5. Teach concept in effective mannerService specifics:College Algebra Integration Differential equations Limits Series Linear Algebra Linear Programming Operations research Numerical Analysis Mathematics Advanced Calculus 1 Calculus 2 Calculus 3 Trigonometry Vectors Higher Mathematics Complex analysis Pre-calculus Complex analysis Discrete Finite Math Differentiation Excel Tableau Pre-Algebra Tutor MinitabRate:Zoom 1-on-1 tutoring$50 First hour (1hr) $100 (2hrs)$135 (3hrs)Credentials:Worked for 2 companies namedDatameer (2014-2017) as a Statistics Data AnalysisIBM (2017 onwards) as a Senior Statistician Tutoring Keywords: MATH 116 Calc MBA 626, 215, QMS 423, BUS 14A, BUS 14B, Pre-Calculus MATH 1 (UCLA) STATISTICS 10 (UCLA), MATH 10A (UCSD), MATH 10B (UCSD), MATH 20A (UCSD), MATH 20B (UCSD), MATH 20C (UCSD), MATH 20D (UCSD), MATH 11 (UCSD), MATH 2 (UCSD),Math12400MATH 8 (SMC), MATH 31A (UCLA), MATH 112, MATH 120, MATH 102 (LMU), MATH 142, MATH 241/242, STAT 015, STAT 050, MATH 10, MAT 191, MATH 114, MATH 117, MATH 110C, MATH 130C, MATH 131, MATH 137,, MATH 138, MATH 150C, MATH 160C, MATH 138, MATH 150, MATH 160, MATH 200, MATH 220 (SBCC), MATH 124MAT 192, MAT 131, MAT 321, MAT 421, MAT 131, MATH 227, QMS 321, IS 310 MAT240, (CSULB),MAT 323, MAE 505, MATH 2 (UCSD), MATH 3C (UCSD), MATH 4C (UCSD)I can send you either a hand written or a word document according to your need. For live - Hand written work in specific time.",True
2021-11-06T23:56:35-0700,https://sfbay.craigslist.org/sfc/lss/d/san-francisco-math-physics-sat-gre-esl/7404623756.html,None,None,San Francisco,sf_bay_area,"I hold a Bsc, Msc, and a Phd in cognitive neuroscience (former Stanford intern) with some scientific publications. SFSU Physics graduate.Can tutor face to face or online by Skype, Zoom etc.I teach Math, Physics, Italian, SAT, GRE, ESL, TOEFL.10 years of experience as tutor.I teach every level from elementary, high school to colleges, am very patient, really take care of my students, enjoy teaching and make sure the student really understand and master the topics.    ",False
2021-11-06T13:22:31-0700,https://sfbay.craigslist.org/pen/lss/d/la-honda-math-physics-calculus-chem/7404463779.html,60,Palo Alto,Peninsula,sf_bay_area,"I have  a teaching credential for all levels of mathematics through calculus, and for physical science (physics and chemistry). I am a full time teacher, and have been tutoring for years so I have a lot of experience with all levels of students.  I have worked in Industry many summers so I can help students connect their education to workplace situations.$60 per hour, discounts for multiple hours in a week.  I meet through Zoom. If you are interested we can schedule a time to talk.  I like to meet the parent(s) and student, find out what the needs are and then work on some material.   Often this turns into a full hour session, but if it is a shorter trial then there is no charge.  References available. If you are interested please include an email or number to text so we can communicate directly. These comments are from current and past clients:We highly recommend Kenneth. Our family is very grateful for the unimaginable support and peace of mind that we experienced with Kenneth, as our son's tutor in math and some chemistry for a school year. We have been through a few tutors and none have come close. Beyond the benefit received from him being a professional teacher, he has the patience of a saint. Our son felt supported, encouraged, and in my son's own words, ""helped me understand math concepts really well."" Thank you Kenneth!C.O.I've been a student of Ken’s for around the last 3 years, fromthe time I was in high school through to now that I'm in my second year of college. Hehas been able to teach me virtually any topic related to geometry, algebra, andcalculus… (although i’m sure he knows more).During this period we have met in person over 50 times and he has always been ontime, ready to go, and full of patience even when I as a student might not have been.Over the last year, I have met with Ken through zoom as a result of Covid-19 and theswitch to online classes at my university and his reliability and quality of teaching hasremained just as high as always!Ken has absolutely earned my recommendation for any math related tutoring and Irecommend him for any student who is having trouble learning in a classroom setting orby textbook as he is also really good at using context and visual examples to explainmany topics that would usually be impossible for me to wrap my head around.If needed I'm happy to answer more questions or provide more information on myself ormy lessons with Ken…A.T.Ken is a great math and chemistry tutor, very knowledgeable, flexible and encouraging. Easy to communicate with.Really good at explaining hard concepts. Will schedule extra sessions if needed or will reschedule/cancel the existing ones. He has greatly increased my son’s confidence in math and chem and really helped him during the challenging times of “distance learning”.Thank you,Y.W.    ",False
2021-11-06T07:44:27-0700,https://sfbay.craigslist.org/pen/lss/d/daly-city-math-tutoring-virtual/7404278887.html,None,South San Francisco,Peninsula,sf_bay_area,"Hi I'm Tiffany and I am a highly recommended personal math tutor! I began teaching math  in 2007 and since have been able  to help thousands of students learn math in easy ways. I am versed in all core curriculum and I also specialize in adult math tutoring, so all ages are welcome! Teaching math has become a passion of mine and I love giving people the tools they need to succeed. Whether your goal is to pass an exam, a class, get your GED, or if you just want an adult math refresher to assist you with helping your kids I am here and happy to help. Check out a few of the topics I've covered below: Algebra 1 Algebra 2GeometryCalculusStatisticsTrigonometryPlace ValueRounding with Whole Numbers Rounding with Decimals Adding 2 & 3 Digit Numbers Subtracting 2 & 3 Digit Numbers Subtracting with Zeros Multiplying 2 & 3 Digit Numbers Long Division with Whole Numbers Equivalent Fractions Equivalent Fractions & Decimals Using Fractions, Decimals & Percents Interchangeably Comparing & Ordering Numbers Adding & Subtracting Fractions Multiplying & Dividing Fractions Adding & Subtracting Mixed Numbers Multiplying & Dividing Mixed Numbers Adding & Subtracting Decimals Number & Patterns Exponents Order of Operations Properties Factors & Multiples Least Common Multiple (LCM) Greatest Common Factor (GCF) Prime Factorization Divisibility Rules Introduction to Integers Types of Numbers (Natural, Whole, Integers, Rational, Irrational) Adding and Subtracting IntegersMultiplying and Dividing Integers Negative Fraction OperationsCompare and Ordering Rational Numbers Solving Equations with Integers Negative Decimals Variables and Expressions Translating Words into Math Equations and their Solutions Two-Step Equations Two-Step Inequalities Equations with Two Variables: Substitution Equations with Two Variables: Elimination DilationsReflectionsRotationsTranslationsTransformationsCompound Transformations: Example 1 Compound Transformations: Example 2Compound Transformations: Example 3Compound Transformations: Example 4Compound Transformations: Example 5Combining Like Terms Adding and Subtracting EquationsMultiplying and Dividing EquationsSolving Inequalities in 2 VariablesLinear Equations in 1 or 2 VariablesStandard FormSlope-Intercept FormPoint-Slope FormSolving InequalitiesSystems of EquationsHow to Turn a Bunch of Words into a Math Problem 1How to Turn a Bunch of Words into Math Problem 2Turning a Whole Bunch of Words into a Math Problem: InequalitiesSimplifying ExpressionsAdding and Subtracting EquationsAdding and Subtracting InequalitiesMultiplying and Dividing Equations Multiplying and Dividing InequalitiesEquations with Fractions and DecimalsEquations with Variables on Both SidesTwo-Step EquationsTwo-Step InequalitiesMulti-Step EquationsMulti-Step InequalitiesSlope InterceptSystem of Equations #1: Part 1Systems of Equations #1: Part 2System of Equations #2Simplifying Radical ExpressionsSimplifying Radical Expressions: FractionsSimplifying Radical Expressions with VariablesAdding and Subtracting RadicalsAdding and Subtracting Radicals with Variables Multiplying RadicalsDividing RadicalsMultiplying and Dividing Radicals with VariablesAdvanced Exponent RulesPythagorean Theorem Pythagorean Theorem and DistancePythagorean Theorem Word Problem: Area Pythagorean Theorem Word Problem: FencingPythagorean Theorem Word Problem: Hypotenuse Pythagorean Theorem Word Problem: Perimeter Pythagorean Theorem Word Problem: Square HalfBasics of Functions: MappingBasics of Functions: Vertical Line TestBasics of Functions: Using TablesHow to Turn a Table into Function NotationDomain and RangeFinding the Roots of a Function Function Transformations: ParabolasFunction Transformations: Parabolas and Cubic FunctionsAdding and Subtracting PolynomialsMultiplying and Dividing PolynomialsDifference of Two Perfect SquaresFactoring BinomialsFactoring Perfect Squares TrinomialsFactoring Trinomials: a = 1Factoring Trinomials: Slide and Divide Factoring Trinomials: Volume of a Prism Factoring Trinomials Application: Area Factoring Trinomials Application: Picture FrameSolving Quadratic Equations using the Quadratic Formula Quadratic Formula vs. Factoring: a = 1Quadratic Formula vs. Factoring: a > 1Solving using the Quadratic Formula #1Solving using the Quadratic Formula #2 Solving using the Quadratic Formula #3 Geometry Vocabulary Parallel Lines with a Transversal: Identifying Angle MeasuresTriangle Theorem: SSSTriangle Theorem: SASTriangle Theorem: ASA    ",False
2021-10-15T13:51:17-0700,https://sfbay.craigslist.org/sfc/lss/d/berkeley-math-chemistry-physics-biology/7394630131.html,32.5,San Francisco,San Francisco,sf_bay_area,"Do you need help with your Math, Chemistry, Physics, or Engineering classes? Our mission is to help students succeed in their classes. We provide 24/7 assistance to take away the stress of upcoming Assignments / Homework , Projects and Exams. PCM only works with highly experienced, professional tutors who have a proven track record of success. Our individualized approach has helped countless students achieve the academic and test prep goals of their dreams.CHEMISTRY : Introductory Chemistry , AP Chemistry , General Chemistry I and II, Organic Chemistry I and II , Advanced Organic Chemistry , Biochemistry , Physical Chemistry , Analytical Chemistry , ThermochemistryPHYSICS: AP Physics , Engineering Thermodynamics , Applied Physics , Mechanics / Motion , Geometric Optics , Thermodynamics , Fluid Mechanics , Electro Statics / Electro-Dynamics / Magnetism , Circuits / Advanced Circuit Concepts , Oscillations / Waves , Atomic / Nuclear / Particle Physics , Modern Physics / Intro Quantum , Astro-Physics / Astronomy , Quantum Mechanics MATH: Algebra 1 / Beginning Algebra , Geometry , Trigonometry , Pre-Algebra / Elementary Math , Algebra 2 / Intermediate Algebra , Probability and Statistics , Elementary Statistics , Business Statistics , Stats for Social Sciences and Psychology , Mathematical Concepts / Foundations of Mathematics , Business Calculus , Calculus 1 ( single variable ) , Calculus 2 ( single variable ) , Calculus 3 ( multi variable ) , Differential Equations ( calc 4 ) , Differential Equations using MATLAB , College Algebra / Advanced Algebra , Discrete / Finite Math , Linear Algebra.Hourly Rate: $35/hr**$30/hr for help requiring >10 hours. 20% discount available for referrals.Contact Us:Website:PCMassist.comEmail: help@pcmassist.comText: (818) 458-0086Work with us once and you won’t regret it! We guarantee an A+ work!    ",False
2021-11-05T16:37:02-0700,https://sfbay.craigslist.org/sby/lss/d/calculus-ap-math-at-all-levels-college/7404103101.html,None,Sunnyvale,South Bay,sf_bay_area,"UC GraduateB.S. in Science with a double major in MathAttended Bay Area local high schools before collegeHave been a tutor for local high school and college students since 2008Familiar with the curriculums and standard testsThorough and easy to understand teaching styleHelp you work on your Calculus, AB/BC and other math homework, prepare for tests and score a 5 on the AP exam",False
2021-11-05T10:53:48-0700,https://sfbay.craigslist.org/nby/lss/d/san-francisco-expert-math-stats-chem/7403933092.html,None,California,North Bay,sf_bay_area,"Fall Semester/Quarter Class Tutoring, College Application Essay AssistanceWe provide one on one online tutoring in Mathematics, Statistics, Chemistry, Physics, Biology, English, and French. Our tutors have been educated at UC Berkeley, UCLA, USC and Caltech (some with 4.00 gpas), including a former graduate instructor in  Mathematics and Statistics. We tutor students from elementary school level all the way through high school and advanced college level. Subjects tutored include:* Most math and statistics courses at college/university level.* All math courses at elementary/middle/high school level, up to AP Calculus and AP Statistics.* Chemistry, physics and biology courses at high school level, including AP Chemistry, AP Physics and AP Biology.* English/writing courses at college/university level.* English/writing courses at elementary/middle school/high school level, including AP English * French courses at elementary/middle school/high school level, including AP French.*College application essay assistance, including feedback and editing.We charge on a sliding scale per hour, depending on the subject being tutored. College courses are generally charged more than high school courses, due to additional preparation required and availability of tutors.Late night appointments can be arranged.For more information and an individualized price quote, please respond to the Craigslist email link and we will get in contact with you.",False
2021-11-05T00:18:33-0700,https://sfbay.craigslist.org/sby/lss/d/oakland-top-sat-tutor-private-on/7403734139.html,None,None,South Bay,sf_bay_area,"Hello! My name is John Nguyen and I'm an award-winning test prep tutor specializing in online 1-on-1 instruction. I'm a former research intern at Rice University and CS student at the University of Texas at Dallas, studying on a full-tuition merit-based scholarship. My SAT was a 1510/1600 and a 23/24 on my essay. I received the AP Scholar with Distinction award and over $150,000 in scholarships for my academic merit and community impact. With over 500 hours of of teaching experience, I have helped dozens of students nationwide attain their dream score. I have coached students from all backgrounds and abilities, helping improve their score by up to 410 points. After earning a consistent 5 star rating on Varsity Tutors, Wyzant, Tutors.com, and 35 Academy, I was awarded the Top 10 Award for ranking among the top six percent of all professional tutors. I decided to leave the big test prep industry when I realized that the methods that the companies use are not at all effective.My SAT students learn proven concepts like:• Effective tips for better time management and test pacing• Trusted SAT math strategies from world-class test prep books• Question teardowns to understand what’s said, how it’s said, and why it’s said• Methods specific to prepping for the SAT’s optional essay section• Techniques to identify common grammar mistakes• Strategies to analyze and solve reading comprehension challengesInterested? Book a 15 minute free phone consultation now: https://calendly.com/johnsattutor/15minTESTIMONIALS: John is an excellent tutor. His methods of communicating and engaging with students are second to none, as he was able to help me identify and fix my most evident problems within the SAT curriculum. Most importantly, John is patient and supportive while simultaneously being extremely motivating. I was able to improve my score from a 870 on the PSAT to a 1280 on the SAT after just a few months of John’s help. I went to into my test feeling confident due to John’s diligence in helping his students, so I would definitely reccomend him to others.""Logan Bridgman, 10/10/2021""John is truly dedicated to student success and was vested in my well-being through the college search and application process. John is someone I would highly recommend.""Gabriel Martinez, 4/13/2020""My son and I are very impressed with John! He works really hard with him and wants to see him succeed and do well. Quite impressive for his age. He's smart and knows his material and knows how to implement them for my son. My son is busy with extracurriculars and AP classes and John knows this so he gives him reasonable amount of challenging homework. We are very happy with John and I think you would be too!!"" – Nancy F., 1/12/2020, 5 starsGuaranteed improved score after 24 minimum hours of 1-on-1 sessions.Background Check Passed.LinkedIn: https://www.linkedin.com/in/john-baptist-nguyen/    ",False
2021-11-04T13:37:06-0700,https://sfbay.craigslist.org/sby/lss/d/saratoga-experienced-tutor-and-usc-grad/7403566982.html,50,Los Gatos,South Bay,sf_bay_area,"Hi, I’m Oliver. I tutor General Chemistry, Organic Chemistry, Physics and Math. I graduated from the University of Southern California in 2019 with a bachelor of science degree in Global Health, and I’m passionate about sharing my love of science and math with students of all ages.As a college student, I was successful in Physics with calculus, biochemistry, biology, chemistry and organic chemistry. I’m very confident tutoring all of these subjects. I took the MCAT in 2020 and scored in the 82nd percentile. Since this coursework was so recent, I am super confident in my ability to explain STEM topics in a way you’ll understand. My recent students have emphasized how much they appreciate my ability to break down the content and reach their “aha” moment.I pride myself on being open, accessible, and fun to work with. Outside of the classroom, I love running, surfing, climbing, table tennis, camping, backpacking, and most outdoor activities. Please reach out if you have questions about your upcoming test or semester. I’d love to hear about how your studying is going, and how we can work together to achieve your goals. I’m looking forward to hearing from you.I charge $50 an hour online with an extra fee depending on travel. I accept payment through venmo, zelle, pay pal, or cash.",False
